time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-03-02T04:40:00.750Z,37.8965,-122.1113333,15.981,4.23,mw,155,29,0.02793,0.2,nc,nc40194055,2017-03-17T19:57:09.245Z,"San Francisco Bay area, California",earthquake,0.17,0.27,,13,reviewed,nc,nc
2007-02-25T17:02:27.480Z,37.3055,-121.075,6.282,3.5,ml,122,62,0.1225,0.14,nc,nc40193905,2017-03-17T19:55:45.117Z,"Northern California",earthquake,0.19,0.44,0.248,18,reviewed,nc,nc
2007-01-12T11:27:50.290Z,38.3901667,-122.6156667,9.694,3.7,mw,114,27,0.03694,0.14,nc,nc51177644,2017-03-17T20:29:45.740Z,"Northern California",earthquake,0.14,0.24,,4,reviewed,nc,nc
2006-12-23T06:49:57.280Z,37.8576667,-122.2451667,9.153,3.6,mw,170,13,,0.18,nc,nc51177103,2017-03-17T20:29:14.869Z,"San Francisco Bay area, California",earthquake,0.12,0.24,,4,reviewed,nc,nc
2006-12-21T03:12:28.760Z,37.8571667,-122.2446667,8.643,3.6,mw,168,14,,0.17,nc,nc51177042,2017-03-17T20:28:40.143Z,"San Francisco Bay area, California",earthquake,0.12,0.21,,5,reviewed,nc,nc
2006-11-29T21:20:46.780Z,36.8485,-121.4538333,3.05,3.7,mw,93,21,0.03874,0.13,nc,nc21549979,2018-07-09T18:48:33.189Z,"Central California",earthquake,0.13,0.37,,3,reviewed,nc,nc
2006-08-03T03:08:12.860Z,38.3635,-122.5886667,8.55,4.5,mw,107,28,0.01712,0.14,nc,nc21530368,2018-07-31T15:50:37.536Z,"Northern California",earthquake,0.14,0.27,,6,reviewed,nc,nc
2006-07-06T20:43:24.060Z,38.5043333,-123.459,-0.511,3.7,mw,83,195,0.2288,0.19,nc,nc21526081,2017-03-17T19:04:16.478Z,"offshore Northern California",earthquake,0.34,0.73,,5,reviewed,nc,nc
2006-06-15T12:24:51.110Z,37.1015,-121.492,2.831,4.3,mw,111,65,0.02432,0.07,nc,nc21522424,2018-07-05T15:28:50.848Z,"Northern California",earthquake,0.1,0.21,,6,reviewed,nc,nc
2006-04-01T12:25:59.780Z,36.5195,-121.0935,1.434,4.34,ml,86,37,0.01712,0.07,nc,nc21511291,2018-07-05T15:26:09.055Z,"Central California",earthquake,0.09,0.2,,21,reviewed,nc,nc
2006-03-21T21:41:42.220Z,37.8093333,-122.071,12.653,3.7,mw,145,37,0.00991,0.26,nc,nc21510121,2017-03-17T18:56:25.994Z,"San Francisco Bay area, California",earthquake,0.2,0.44,,4,reviewed,nc,nc
2006-01-25T15:29:57.150Z,37.3865,-121.4846667,5.149,3.6,mw,115,67,0.05495,0.15,nc,nc21504088,2018-07-09T18:43:44.749Z,"Northern California",earthquake,0.18,0.46,,4,reviewed,nc,nc
2006-01-15T10:42:06.990Z,37.3846667,-121.5118333,2.313,3.6,mw,114,58,0.04054,0.16,nc,nc21502994,2017-03-17T18:53:34.636Z,"Northern California",earthquake,0.14,0.77,,3,reviewed,nc,nc
2005-08-13T19:13:20.740Z,36.6335,-121.2496667,7.06,3.6,mw,90,40,0.03874,0.06,nc,nc21476836,2018-07-09T18:41:06.801Z,"Central California",earthquake,0.09,0.27,,2,reviewed,nc,nc
2005-05-08T08:43:55.350Z,38.3783333,-122.1623333,8.527,4.14,mw,119,63,0.05225,0.17,nc,nc21455182,2018-07-05T15:19:02.340Z,"Northern California",earthquake,0.15,0.3,,4,reviewed,nc,nc
2005-02-05T18:43:30.310Z,37.4003333,-121.4833333,7.195,4.18,mw,116,69,0.05586,0.1,nc,nc21437727,2018-07-05T15:18:08.636Z,"Northern California",earthquake,0.13,0.33,,4,reviewed,nc,nc
2004-12-15T04:16:52.280Z,36.636,-121.2538333,10.24,3.75,mw,81,39,0.03514,0.07,nc,nc21427412,2018-07-09T18:37:20.723Z,"Central California",earthquake,0.12,0.23,,4,reviewed,nc,nc
2004-11-24T05:23:39.640Z,36.6008333,-121.2023333,6.483,3.66,mw,81,33,0.02793,0.07,nc,nc21422216,2017-03-17T18:17:18.510Z,"Central California",earthquake,0.1,0.27,,3,reviewed,nc,nc
2004-11-24T02:06:04.510Z,36.6068333,-121.209,6.403,4.35,mw,87,28,0.03514,0.07,nc,nc21422178,2018-07-05T15:14:54.584Z,"Central California",earthquake,0.12,0.31,,5,reviewed,nc,nc
2004-11-01T22:02:33.160Z,37.069,-122.279,9.1,3.6,ml,18,213.9,,,us,usp000d7g2,2015-01-28T09:44:35.421Z,"offshore Northern California",earthquake,,,,,reviewed,nc,nc
2004-11-01T22:02:33.160Z,37.0691667,-122.2791667,8.749,3.57,ml,91,190,0.1117,0.15,nc,nc21416422,2017-03-17T18:15:39.740Z,"offshore Northern California",earthquake,0.37,0.58,,14,reviewed,nc,nc
2004-10-25T19:55:37.640Z,36.966,-121.597,7.7,3.7,mwr,29,164.2,,,us,usp000d72g,2015-01-28T06:49:16.068Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2004-10-25T19:55:37.640Z,36.967,-121.5976667,7.391,3.68,mw,113,22,0.01532,0.15,nc,nc21414391,2017-03-17T18:13:50.836Z,"Northern California",earthquake,0.15,0.34,,3,reviewed,nc,nc
2004-09-22T10:57:35.610Z,36.8013333,-121.5311667,7.912,3.67,mw,76,35,0.03063,0.08,nc,nc21397674,2018-07-09T18:36:27.537Z,"Central California",earthquake,0.14,0.3,,3,reviewed,nc,nc
2004-08-31T09:12:27.740Z,36.5881667,-121.1841667,6.477,3.77,mw,68,33,0.01441,0.07,nc,nc21392343,2018-07-09T18:32:36.706Z,"Central California",earthquake,0.12,0.35,,6,reviewed,nc,nc
2004-08-30T04:30:57.070Z,36.493,-121.3134995,5.153,4.61,ml,79,209,0.2911,0.3,ci,ci14088052,2016-04-02T13:42:19.390Z,"8km N of Soledad, CA",earthquake,19.39,8.59,0.174,2,automatic,ci,ci
2004-08-30T04:30:57.040Z,36.5765,-121.1781667,8.532,3.91,mw,89,27,0.00991,0.07,nc,nc21392076,2017-03-17T18:00:23.285Z,"Central California",earthquake,0.11,0.24,,4,reviewed,nc,nc
2004-05-04T17:25:31.700Z,36.7028333,-121.2903333,5.365,3.72,mw,63,32,0.03153,0.09,nc,nc30227538,2017-03-17T19:40:43.517Z,"Central California",earthquake,0.14,0.33,,3,reviewed,nc,nc
2004-04-29T19:49:58.830Z,37.727,-121.819,19.1,3.7,mwr,20,90.5,,,us,usp000cts2,2015-01-28T06:27:03.979Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,brk
2004-04-29T19:49:58.830Z,37.7281667,-121.817,18.701,3.75,mw,134,56,0.01351,0.16,nc,nc21361036,2017-03-17T17:52:44.022Z,"San Francisco Bay area, California",earthquake,0.16,0.15,,4,reviewed,nc,nc
2004-03-16T06:38:32.570Z,36.805,-121.5203333,4.652,4.25,mw,96,34,0.02162,0.16,nc,nc21350824,2018-06-11T19:52:56.997Z,"Central California",earthquake,0.16,0.32,,5,reviewed,nc,nc
2004-01-31T02:11:23.210Z,37.0988333,-121.5643333,6.501,3.58,mw,110,29,0.04144,0.09,nc,nc21339029,2018-07-09T18:23:32.805Z,"Northern California",earthquake,0.11,0.29,,4,reviewed,nc,nc
2004-01-21T06:23:00.790Z,37.7243333,-121.8155,18.556,3.71,mw,114,73,0.01532,0.11,nc,nc21335949,2018-07-09T18:22:37.624Z,"San Francisco Bay area, California",earthquake,0.15,0.16,,3,reviewed,nc,nc
2003-11-06T22:04:13.230Z,37.2046661,-121.6681671,-0.334,3.68,ml,27,136,,0.29,ci,ci14002288,2016-04-02T16:54:31.110Z,"8km N of Morgan Hill, CA",earthquake,0.87,1.8,0.034,1,automatic,ci,ci
2003-11-06T22:04:13.230Z,37.209,-121.6633333,6.677,3.7,mw,112,51,0.05045,0.08,nc,nc30226539,2017-03-17T19:36:02.977Z,"Northern California",earthquake,0.1,0.27,,4,reviewed,nc,nc
2003-10-24T22:00:35.090Z,36.7023333,-121.3361667,4.403,3.55,ml,74,33,0.009009,0.07,nc,nc30226477,2017-03-17T19:35:24.763Z,"Central California",earthquake,0.11,0.27,,13,reviewed,nc,nc
2003-10-19T15:32:52.180Z,37.9063333,-122.146,7.814,3.5,mw,106,41,0.03514,0.15,nc,nc30226452,2018-07-09T18:18:17.119Z,"San Francisco Bay area, California",earthquake,0.13,0.24,,4,reviewed,nc,nc
2003-09-25T14:33:45.740Z,36.8201667,-121.3545,6,3.5,mw,84,42,0.04414,0.07,nc,nc21309098,2018-07-09T18:17:02.754Z,"Central California",earthquake,0.12,0.26,,4,reviewed,nc,nc
2003-09-05T01:39:53.680Z,37.8431667,-122.2225,11.013,4,mw,130,27,0.02793,0.1,nc,nc21305648,2018-07-09T18:16:14.513Z,"San Francisco Bay area, California",earthquake,0.1,0.24,,7,reviewed,nc,nc
2003-07-30T04:50:06.360Z,38.681,-122.912,5.1,4,mwr,40,177.9,,,us,usp000c3pv,2015-01-28T06:40:49.563Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2003-07-30T04:50:06.360Z,38.6806667,-122.9098333,4.868,4,mw,47,44,0.08468,0.1,nc,nc30226086,2017-03-17T19:31:29.919Z,"Northern California",earthquake,0.16,0.63,,5,reviewed,nc,nc
2003-05-26T10:01:39.600Z,37.3095,-121.6785,8.594,3.81,ml,109,41,0.05045,0.06,nc,nc30226058,2018-07-09T18:11:55.400Z,"Northern California",earthquake,0.09,0.31,,16,reviewed,nc,nc
2003-05-25T07:09:33.670Z,38.4581667,-122.699,4.625,4.12,mw,82,52,0.01802,0.17,nc,nc30225889,2018-06-11T19:28:32.527Z,"Northern California",earthquake,0.16,0.36,,6,reviewed,nc,nc
2003-05-22T23:48:57.290Z,36.723999,-121.3050003,6.279,3.78,ml,43,280,,0.54,ci,ci13965956,2016-04-02T00:48:25.987Z,"11km SSE of Ridgemark, CA",earthquake,15.54,19.23,0.285,9,automatic,ci,ci
2003-05-22T23:48:52.860Z,36.5565,-121.1006667,9.876,3.72,md,80,44,0.05045,0.07,nc,nc30225887,2017-03-17T19:29:25.167Z,"Central California",earthquake,0.13,0.2,0.1,98,reviewed,nc,nc
2003-02-02T18:47:38.820Z,37.7481667,-121.9423333,15.964,4,mw,117,64,0.0982,0.15,nc,nc30225375,2018-06-11T19:23:02.376Z,"San Francisco Bay area, California",earthquake,0.17,0.24,,3,reviewed,nc,nc
2003-02-02T18:22:58.350Z,37.7425,-121.9373333,15.594,4,mw,115,74,0.0964,0.13,nc,nc21266207,2018-06-11T19:21:59.936Z,"San Francisco Bay area, California",earthquake,0.16,0.25,,3,reviewed,nc,nc
2003-02-02T16:22:52.390Z,37.746,-121.943,16.6,3.7,mw,29,,,,us,usp000bpuy,2015-01-28T07:36:31.406Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,brk
2003-02-02T16:22:52.390Z,37.747,-121.9401667,15.644,3.8,mw,112,59,0.1,0.13,nc,nc30225576,2017-03-17T19:27:54.966Z,"San Francisco Bay area, California",earthquake,0.15,0.26,,3,reviewed,nc,nc
2003-01-07T22:29:26.910Z,36.806,-121.3898333,7.985,4.3,mw,91,33,0.04324,0.07,nc,nc21262721,2018-06-11T19:18:59.529Z,"Central California",earthquake,0.12,0.23,,5,reviewed,nc,nc
2002-12-24T08:22:30.880Z,37.6071667,-122.475,8.868,3.6,mw,105,86,0.02973,0.08,nc,nc21261124,2018-07-09T18:04:43.279Z,"San Francisco Bay area, California",earthquake,0.15,0.27,,10,reviewed,nc,nc
2002-11-26T12:38:36.230Z,37.7623333,-121.945,9.852,3.64,ml,95,60,0.09459,0.1,nc,nc21257111,2018-07-09T18:03:18.198Z,"San Francisco Bay area, California",earthquake,0.13,0.23,,17,reviewed,nc,nc
2002-11-25T18:22:04.290Z,37.7626667,-121.9391667,10.141,3.52,ml,96,67,0.09009,0.1,nc,nc21256969,2018-07-09T18:03:01.636Z,"San Francisco Bay area, California",earthquake,0.12,0.25,,15,reviewed,nc,nc
2002-11-25T03:57:59.250Z,37.758,-121.946,10.6,3.8,ml,31,,,,us,usp000bjbm,2015-01-28T04:50:36.950Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
2002-11-25T03:57:59.250Z,37.7608333,-121.9436667,9.349,3.75,ml,97,78,0.09279,0.09,nc,nc30225220,2017-03-17T19:26:40.965Z,"San Francisco Bay area, California",earthquake,0.12,0.21,,18,reviewed,nc,nc
2002-11-24T14:54:23.050Z,37.7591667,-121.9476667,9.741,3.9,mw,112,60,0.0955,0.1,nc,nc30225187,2018-07-09T18:02:34.999Z,"San Francisco Bay area, California",earthquake,0.1,0.24,,4,reviewed,nc,nc
2002-10-23T13:34:32.900Z,36.8155,-121.5318333,4.91,3.75,ml,74,34,0.02703,0.12,nc,nc21251334,2018-07-09T18:02:10.069Z,"Central California",earthquake,0.16,0.29,,14,reviewed,nc,nc
2002-09-28T16:07:47.660Z,36.5935,-121.2,8.995,3.7,mw,76,35,0.01982,0.07,nc,nc21247553,2017-03-17T17:09:00.396Z,"Central California",earthquake,0.12,0.24,,4,reviewed,nc,nc
2002-09-25T07:08:46.160Z,36.5925,-121.1998333,7.655,3.8,mw,55,34,0.01892,0.05,nc,nc30224932,2018-07-09T18:00:45.361Z,"Central California",earthquake,0.12,0.33,,5,reviewed,nc,nc
2002-05-24T17:44:01.590Z,36.5491667,-121.1296667,1.896,3.75,ml,73,40,0.05495,0.07,nc,nc21227108,2017-03-17T17:06:18.252Z,"Central California",earthquake,0.1,0.31,,13,reviewed,nc,nc
2002-05-14T05:00:29.500Z,36.9668333,-121.5983333,6.791,4.9,mw,110,30,0.01532,0.15,nc,nc21254601,2018-07-13T21:45:47.044Z,"Northern California",earthquake,0.15,0.31,,4,reviewed,nc,nc
2002-05-08T14:59:36.110Z,38.2238333,-121.8375,17.43,3.6,mw,167,45,0.07477,0.28,nc,nc21224932,2017-03-17T17:02:48.933Z,"Northern California",earthquake,0.22,0.31,,4,reviewed,nc,nc
2002-04-23T11:59:20.720Z,36.8671667,-121.607,8.552,3.6,mw,83,55,0.02072,0.09,nc,nc21222598,2018-07-09T17:57:56.602Z,"Central California",earthquake,0.15,0.31,,4,reviewed,nc,nc
2001-12-29T18:13:14.330Z,36.6268333,-121.2333333,5.61,3.68,ml,56,55,0.06036,0.06,nc,nc21207431,2017-03-17T16:51:40.044Z,"Central California",earthquake,0.14,0.47,,14,reviewed,nc,nc
2001-12-28T21:14:01.950Z,36.641,-121.251,6.8,4.6,mw,96,,,,us,usp000avf0,2015-01-28T10:24:47.411Z,"Central California",earthquake,,,,,reviewed,nc,brk
2001-12-28T21:14:01.950Z,36.6401667,-121.251,6.575,4.6,mw,60,71,0.03243,0.07,nc,nc21207275,2017-03-17T16:50:03.583Z,"Central California",earthquake,0.15,0.32,,5,reviewed,nc,nc
2001-08-26T05:03:02.450Z,36.8116667,-121.5308333,6.17,4,mw,66,34,0.02703,0.07,nc,nc21191274,2018-06-11T19:08:14.646Z,"Central California",earthquake,0.14,0.25,,4,reviewed,nc,nc
2001-07-06T15:07:31.970Z,38.346,-122.6326667,6.618,3.5,mw,64,45,0.04324,0.12,nc,nc21177031,2018-07-09T17:51:34.168Z,"Northern California",earthquake,0.17,0.31,,5,reviewed,nc,nc
2001-07-03T21:57:18.790Z,36.694,-121.325,4.145,3.75,ml,78,45,0.02162,0.06,nc,nc21174882,2017-03-17T16:36:00.231Z,"Central California",earthquake,0.11,0.28,,14,reviewed,nc,nc
2001-07-03T19:07:16.260Z,36.6921667,-121.3236667,4.575,4,mw,78,43,0.02342,0.05,nc,nc30223942,2018-06-11T19:06:57.117Z,"Central California",earthquake,0.11,0.29,,3,reviewed,nc,nc
2001-07-03T19:02:50.790Z,36.6946667,-121.3281667,5.575,4.1,mw,74,45,0.01892,0.05,nc,nc21209319,2017-03-17T16:52:12.110Z,"Central California",earthquake,0.11,0.3,,5,reviewed,nc,nc
2001-07-02T17:33:53.680Z,36.6953333,-121.3283333,4.3,4.1,mw,70,88,0.01802,0.06,nc,nc30223107,2018-06-11T19:05:49.883Z,"Central California",earthquake,0.1,0.27,,4,reviewed,nc,nc
2001-04-12T10:01:32.560Z,36.9158333,-121.6428333,5.346,3.52,ml,81,43,0.02162,0.1,nc,nc21157893,2018-07-09T17:51:14.301Z,"Northern California",earthquake,0.15,0.29,,12,reviewed,nc,nc
2001-02-25T23:18:22.500Z,37.333,-121.699,7.8,4.4,mwr,43,,,,us,usp000aad3,2015-01-28T03:10:33.656Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2001-02-25T23:18:22.500Z,37.3325,-121.6991667,7.078,4.4,mw,95,39,0.05315,0.05,nc,nc21149422,2017-03-17T16:29:12.397Z,"Northern California",earthquake,0.11,0.3,,5,reviewed,nc,nc
2001-02-11T23:04:06.580Z,36.795,-121.5116667,6.375,4.01,ml,64,35,0.02432,0.1,nc,nc21147372,2018-06-11T19:04:43.953Z,"Central California",earthquake,0.15,0.3,,14,reviewed,nc,nc
2001-02-07T18:22:08.750Z,36.6645,-121.2918333,7.496,3.85,ml,80,40,0.01532,0.07,nc,nc21146740,2017-03-17T16:27:33.705Z,"Central California",earthquake,0.13,0.26,,15,reviewed,nc,nc
2000-12-14T18:58:21.730Z,37.349,-121.714,8.2,3.5,ml,31,,,,us,usp000a62y,2015-01-28T10:25:26.226Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2000-12-05T22:54:54.500Z,36.778,-121.379,9,4.4,mw,49,,,,us,usp000a5jv,2015-01-28T15:12:37.184Z,"Central California",earthquake,,,,,reviewed,nc,brk
2000-12-05T22:54:54.500Z,36.778,-121.379,8.615,3.9,ml,77,37,0.02342,0.07,nc,nc21137338,2017-03-17T16:14:20.799Z,"Central California",earthquake,0.14,0.28,,14,reviewed,nc,nc
2000-09-03T08:36:30.110Z,38.3788333,-122.4133333,9.367,4.9,mw,77,34,0.02523,0.15,nc,nc21123384,2018-06-11T14:13:49.253Z,"Northern California",earthquake,0.19,0.4,,7,reviewed,nc,nc
2000-07-15T11:56:38.990Z,37.9743333,-122.0321667,15.237,3.7,mw,74,71,0.06036,0.11,nc,nc21109943,2017-03-17T16:09:58.613Z,"San Francisco Bay area, California",earthquake,0.17,0.28,,4,reviewed,nc,nc
2000-06-25T07:23:18.260Z,37.125,-121.5256667,7.407,3.63,ml,99,89,0.01171,0.07,nc,nc21105813,2016-12-31T13:58:13.280Z,"Northern California",earthquake,0.13,0.31,,12,reviewed,nc,nc
2000-03-25T16:22:49.840Z,36.9045,-121.0185,4.493,3.7,mw,91,91,0.127,0.07,nc,nc21088314,2016-12-31T08:16:03.840Z,"Central California",earthquake,0.19,0.59,,4,reviewed,nc,nc
1999-09-22T22:27:13.130Z,38.395,-122.6345,8.988,4.2,ml,66,48,0.02252,0.11,nc,nc21054737,2018-07-09T19:41:53.789Z,"Northern California",earthquake,0.16,0.48,,15,reviewed,nc,nc
1999-09-16T00:19:18.960Z,36.6326667,-121.2501667,10.82,3.54,ml,76,40,0.03874,0.07,nc,nc21052850,2016-12-30T20:02:05.540Z,"Central California",earthquake,0.14,0.25,,12,reviewed,nc,nc
1999-08-18T01:06:18.940Z,37.9073333,-122.6865,7.659,4.6,mw,71,76,0.02883,0.08,nc,nc21044694,2018-07-09T19:41:09.218Z,"San Francisco Bay area, California",earthquake,0.16,0.41,,7,reviewed,nc,nc
1999-04-15T03:20:25.490Z,36.581,-121.176,6.522,3.7,mw,76,29,0.01261,0.06,nc,nc30220097,2016-12-29T23:53:15.420Z,"Central California",earthquake,0.11,0.28,,4,reviewed,nc,nc
1999-03-23T18:36:40.410Z,36.6755,-121.2993333,6.326,4,mw,73,65,0.02252,0.06,nc,nc21005551,2016-12-29T22:25:31.140Z,"Central California",earthquake,0.13,0.3,,6,reviewed,nc,nc
1999-02-04T00:21:41.190Z,37.1623333,-121.554,5.733,3.6,mw,105,67,0.05586,0.07,nc,nc30216083,2016-12-29T18:31:22.140Z,"Northern California",earthquake,0.11,0.35,,3,reviewed,nc,nc
1999-02-04T00:19:36.900Z,37.1621667,-121.5516667,5.933,3.88,ml,103,67,0.05495,0.08,nc,nc30215953,2016-12-29T18:31:05.830Z,"Northern California",earthquake,0.13,0.4,,12,reviewed,nc,nc
1999-01-27T03:58:42.910Z,37.254,-121.639,6.027,3.8,mw,116,50,0.02793,0.04,nc,nc30215102,2016-12-29T18:01:43.430Z,"Northern California",earthquake,0.09,0.22,,5,reviewed,nc,nc
1999-01-18T08:48:36.710Z,36.6461667,-121.2678333,10.526,4.2,mw,83,39,0.02162,0.07,nc,nc30214213,2016-12-29T17:27:28.130Z,"Central California",earthquake,0.13,0.22,,6,reviewed,nc,nc
1998-12-29T12:41:39.200Z,37.0973333,-122.0323333,9.949,3.8,mw,93,104,0.06757,0.1,nc,nc30211543,2016-12-29T14:45:20.620Z,"Northern California",earthquake,0.18,0.32,,3,reviewed,nc,nc
1998-12-29T12:38:12.360Z,37.0946667,-122.0406667,9.969,3.7,mw,97,103,0.07027,0.1,nc,nc30211542,2016-12-29T14:44:37.070Z,"Northern California",earthquake,0.16,0.32,,2,reviewed,nc,nc
1998-12-04T12:16:07.770Z,37.9198333,-122.2886667,6.331,3.9,mw,90,24,0.04144,0.07,nc,nc30207983,2016-12-29T13:11:47.960Z,"San Francisco Bay area, California",earthquake,0.11,0.29,,3,reviewed,nc,nc
1998-10-10T06:50:31.430Z,36.959,-121.5753333,6.421,3.8,mw,100,20,0.007207,0.18,nc,nc30201287,2016-12-29T09:34:59.990Z,"Northern California",earthquake,0.19,0.44,,3,reviewed,nc,nc
1998-09-02T11:24:07.220Z,36.84,-121.2993333,6.984,3.8,mw,89,46,0.02342,0.07,nc,nc30194466,2016-12-29T05:55:50.300Z,"Central California",earthquake,0.13,0.24,,3,reviewed,nc,nc
1998-08-12T14:10:25.140Z,36.7545,-121.4615,8.822,5.1,mw,83,35,0.03784,0.19,nc,nc30190473,2017-04-26T17:54:55.602Z,"Central California",earthquake,0.24,0.54,,5,reviewed,nc,nc
1998-06-15T01:59:22.390Z,37.0388333,-121.4776667,7.95,4,mw,102,60,0.01441,0.06,nc,nc30179574,2016-12-28T18:51:12.440Z,"Northern California",earthquake,0.13,0.29,,3,reviewed,nc,nc
1998-05-28T20:31:32.990Z,36.8111667,-121.5411667,7.85,4.3,mw,80,35,0.02973,0.09,nc,nc30176079,2016-12-28T14:54:18.990Z,"Central California",earthquake,0.15,0.26,,3,reviewed,nc,nc
1997-10-30T21:11:08.560Z,36.7168333,-121.0121667,0.577,3.8,mw,82,57,0.07207,0.28,nc,nc529955,2016-12-26T17:42:01.330Z,"Central California",earthquake,0.29,2.44,,3,reviewed,nc,nc
1997-09-12T17:08:23.150Z,36.7841667,-121.501,7.26,3.5,mw,71,35,0.03153,0.11,nc,nc520878,2016-12-26T10:01:20.520Z,"Central California",earthquake,0.15,0.31,,3,reviewed,nc,nc
1997-08-06T11:04:37.340Z,36.98,-121.4663333,6.408,3.7,mw,99,45,0.04775,0.09,nc,nc515957,2016-12-26T07:16:36.630Z,"Central California",earthquake,0.14,0.35,,4,reviewed,nc,nc
1997-07-17T19:46:37.230Z,36.9636667,-121.5945,7.277,3.9,mw,90,20,0.01081,0.11,nc,nc513318,2016-12-26T05:09:42.650Z,"Northern California",earthquake,0.14,0.35,,3,reviewed,nc,nc
1997-07-14T06:11:11.780Z,37.1815,-122.322,15.834,3.5,mw,92,164,0.02703,0.1,nc,nc512654,2016-12-26T04:51:36.110Z,"Northern California",earthquake,0.36,0.38,,4,reviewed,nc,nc
1997-05-29T18:28:44.090Z,37.119,-121.5223333,7.651,3.52,md,106,89,0.005405,0.06,nc,nc506932,2016-12-26T01:13:32.830Z,"Northern California",earthquake,0.12,0.28,0.11,224,reviewed,nc,nc
1997-05-29T10:21:06.820Z,37.117,-121.5201667,7.551,3.59,ml,104,89,0.003604,0.07,nc,nc506875,2016-12-26T01:11:08.100Z,"Northern California",earthquake,0.13,0.3,,0,reviewed,nc,nc
1997-04-16T16:41:03.480Z,36.8806667,-121.6138333,7.083,3.55,md,79,53,0.01802,0.09,nc,nc30131608,2016-12-25T22:52:16.630Z,"Central California",earthquake,0.13,0.24,0.11,122,reviewed,nc,nc
1997-04-01T01:36:54.860Z,38.1508333,-121.93,21.385,3.65,md,70,72,0.1009,0.07,nc,nc500112,2016-12-25T21:51:42.360Z,"San Francisco Bay area, California",earthquake,0.22,0.16,0.14,195,reviewed,nc,nc
1997-03-27T22:47:53.010Z,38.151,-121.9328333,21.675,3.6,md,70,65,0.1036,0.08,nc,nc499729,2016-12-25T21:39:38.500Z,"San Francisco Bay area, California",earthquake,0.19,0.17,0.11,155,reviewed,nc,nc
